Fips_code,Whether Overwhelmed Within 6 weeks
13133,0
13135,1
13137,0
13139,0
13141,0
13143,1
13145,0
13147,1
13149,1
13151,0
13153,0
13155,0
13157,1
13159,0
13161,0
13163,0
13165,0
13167,0
13169,0
13171,0
13173,0
13175,0
13177,0
13179,1
13181,0
13183,0
13185,0
13187,1
13189,1
13191,0
13193,0
13195,1
13197,0
13199,0
13201,0
13205,0
13207,0
13209,1
13211,0
13213,1
13215,0
13217,0
13219,1
13221,0
13223,1
13225,1
13227,1
13229,1
13231,0
13233,1
13235,0
13237,1
13239,0
13241,0
13243,0
13245,0
13247,0
13249,0
13251,0
13253,0
13255,0
13257,0
13259,1
13261,0
13263,0
13265,0
13267,1
13269,0
13271,1
13273,0
13275,0
13277,0
13279,0
13281,0
13283,0
13285,0
13287,0
13289,0
13291,0
13293,0
13295,1
13297,1
13299,0
13301,0
13303,1
13305,0
13307,0
13309,0
13311,0
13313,0
13315,0
13317,1
13319,0
13321,1
15001,0
15003,0
15005,0
15007,0
15009,1
16001,0
16003,0
16005,0
16007,0
16009,0
16011,0
16013,1
16015,0
16017,0
16019,0
16021,1
16023,0
16025,0
16027,0
16029,1
16031,1
16033,0
16035,0
16037,0
16039,1
16041,1
16043,1
16045,0
16047,1
16049,0
16051,1
16053,1
16055,0
16057,0
16059,1
16061,0
16063,0
16065,1
16067,1
16069,0
16071,0
16073,0
16075,1
16077,0
16079,0
16081,0
16083,0
16085,0
16087,0
17001,1
17003,1
17005,1
17007,1
17009,0
17011,0
17013,0
17015,1
17017,0
17019,0
17021,0
17023,1
17025,1
17027,1
17029,1
17031,0
17033,1
17035,1
17037,1
17039,1
17041,1
17043,0
17045,0
17047,0
17049,0
17051,0
17053,0
17055,1
17057,1
17059,0
17061,1
17063,0
17065,1
17067,1
17069,0
17071,1
17073,0
17075,0
17077,1
17079,0
17081,0
17083,0
17085,1
17087,1
17089,0
17091,0
17093,1
17095,0
17097,0
17099,1
17101,1
17103,1
17105,1
17107,1
17109,1
17111,1
17113,0
17115,0
17117,1
17119,0
17121,0
17123,0
17125,1
17127,1
17129,1
17131,1
17133,1
17135,0
17137,1
17139,1
17141,1
17143,0
17145,1
17147,1
17149,1
17151,0
17153,0
17155,0
17157,1
17159,0
17161,0
17163,0
17165,1
17167,0
17169,0
17171,0
17173,1
17175,0
17177,1
17179,1
17181,1
17183,0
17185,0
17187,1
17189,1
17191,0
17193,1
17195,1
17197,1
17199,0
17201,0
17203,1
18001,1
18003,0
18005,0
18007,0
18009,1
18011,1
18013,1
18015,1
18017,0
18019,0
18021,1
18023,1
18025,1
18027,1
18029,0
18031,1
18033,1
18035,0
18037,0
18039,0
18041,1
18043,0
18045,1
18047,1
18049,1
18051,0
18053,0
18055,0
18057,0
18059,0
18061,0
18063,0
18065,0
18067,0
18069,1
18071,0
18073,1
18075,1
18077,0
18079,1
18081,1
18083,0
18085,1
18087,1
18089,0
18091,0
18093,1
18095,0
18097,0
18099,1
18101,0
18103,1
18105,0
18107,1
18109,0
18111,1
18113,1
18115,1
18117,1
18119,1
18121,1
18123,1
18125,1
18127,0
18129,1
18131,0
18133,0
18135,1
18137,0
18139,1
18141,0
18143,0
18145,1
18147,1
18149,1
18151,1
18153,0
18155,1
18157,0
18159,0
18161,1
18163,0
18165,0
18167,0
18169,1
18171,1
18173,0
18175,1
18177,0
18179,0
18181,1
18183,0
19001,1
19003,0
19005,1
19007,0
19009,0
19011,1
19013,1
19015,0
19017,1
19019,1
19021,0
19023,1
19025,0
19027,0
19029,1
19031,1
19033,0
19035,1
19037,0
19039,0
19041,0
19043,1
19045,0
19047,0
19049,1
19051,0
19053,1
19055,0
19057,0
19059,0
19061,1
19063,0
19065,0
19067,0
19069,0
19071,1
19073,0
19075,1
19077,1
19079,1
19081,1
19083,1
19085,1
19087,0
19089,1
19091,1
19093,0
19095,1
19097,1
19099,1
19101,0
19103,0
19105,1
19107,1
19109,0
19111,0
19113,1
19115,1
19117,0
19119,1
19121,1
19123,1
19125,1
19127,0
19129,1
19131,1
19133,0
19135,1
19137,0
19139,1
19141,1
19143,0
19145,0
19147,0
19149,1
19151,0
19153,0
19155,0
19157,0
19159,0
19161,1
19163,0
19165,1
19167,1
19169,0
19171,1
19173,0
19175,0
19177,1
19179,0
19181,1
19183,1
19185,0
19187,0
19189,1
19191,1
19193,0
19195,0
19197,1
20001,0
20003,1
20005,0
20007,0
20009,0
20011,0
20013,0
20015,0
20017,0
20019,0
20021,1
20023,0
20025,0
20027,0
20029,0
20031,0
20033,0
20035,0
20037,0
20039,0
20041,0
20043,0
20045,1
20047,0
20049,0
20051,0
20053,1
20055,0
20057,0
20059,0
20061,0
20063,0
20065,0
20067,1
20069,0
20071,0
20073,0
20075,0
20077,0
20079,0
20081,0
20083,0
20085,0
20087,0
20089,0
20091,0
20093,0
20095,0
20097,0
20099,0
20101,0
20103,0
20105,0
20107,0
20109,0
20111,0
20113,0
20115,0
20117,0
20119,0
20121,1
20123,0
20125,0
20127,0
20129,0
20131,1
20133,0
20135,0
20137,1
20139,0
20141,0
20143,0
20145,0
20147,0
20149,1
20151,0
20153,0
20155,0
20157,0
20159,0
20161,0
20163,0
20165,0
20167,0
20169,0
20171,0
20173,0
20175,0
20177,0
20179,1
20181,1
20183,0
20185,0
20187,0
20189,0
20191,1
20193,0
20195,0
20197,0
20199,0
20201,0
20203,0
20205,0
20207,0
20209,0
21001,1
21003,1
21005,1
21007,0
21009,1
21011,1
21013,0
21015,0
21017,0
21019,0
21021,0
21023,1
21025,0
21027,1
21029,1
21031,0
21033,1
21035,0
21037,0
21039,0
21041,0
21043,1
21045,1
21047,0
21049,0
21051,0
21053,1
21055,0
21057,0
21059,0
21061,1
21063,1
21065,0
21067,0
21069,1
21071,0
21073,0
21075,0
21077,0
21079,1
21081,1
21083,0
21085,0
21087,0
21089,1
21091,1
21093,1
21095,0
21097,0
21099,1
21101,0
21103,1
21105,0
21107,0
21109,1
21111,0
21113,1
21115,0
21117,0
21119,1
21121,0
21123,1
21125,0
21127,0
21129,1
21131,0
21133,0
21135,0
21137,1
21139,0
21141,0
21143,0
21145,0
21147,0
21149,1
21151,0
21153,1
21155,1
21157,0
21159,1
21161,0
21163,1
21165,0
21167,0
21169,1
21171,1
21173,1
21175,1
21177,0
21179,1
21181,0
21183,0
21185,0
21187,0
21189,1
21191,1
21193,0
21195,0
21197,0
21199,0
21201,0
21203,1
21205,0
21207,0
21209,0
21211,1
21213,1
21215,1
21217,0
21219,0
21221,0
21223,0
21225,1
21227,0
21229,1
21231,1
21233,1
21235,0
21237,0
21239,1
22001,0
22003,0
22005,1
22007,0
22009,0
22011,0
22013,1
22015,1
22017,0
22019,0
22021,0
22023,0
22025,0
22027,0
22029,0
22031,1
22033,0
22035,0
22037,0
22039,0
22041,0
22043,0
22045,0
22047,1
22049,1
22051,0
22053,0
22055,0
22057,0
22059,0
22061,0
22063,1
22065,0
22067,0
22069,0
22071,0
22073,0
22075,1
22077,1
22079,0
22081,1
22083,0
22085,1
22087,0
22089,0
22091,0
22093,0
22095,1
22097,0
22099,1
22101,0
22103,0
22105,0
22107,0
22109,0
22111,1
22113,0
22115,0
22117,0
22119,0
22121,1
22123,0
22125,0
22127,0
23001,0
23003,0
23005,0
23007,0
23009,0
23011,0
23013,0
23015,0
23017,0
23019,0
23021,0
23023,0
23025,0
23027,0
23029,0
23031,0
24001,1
24003,0
24005,0
24009,0
24011,1
24013,0
24015,0
24017,0
24019,0
24021,0
24023,1
24025,0
24027,1
24029,0
24031,0
24033,0
24035,1
24037,0
24039,1
24041,0
24043,0
24045,0
24047,0
24510,0
25001,0
25003,0
25005,0
25007,0
25009,0
25011,0
25013,0
25015,0
25017,0
25019,0
25021,0
25023,0
25025,0
25027,0
26001,0
26003,1
26005,1
26007,0
26009,1
26011,0
26013,1
26015,1
26017,0
26019,1
26021,0
26023,0
26025,1
26027,1
26029,1
26031,1
26033,0
26035,1
26037,1
26039,0
26041,0
26043,0
26045,1
26047,0
26049,0
26051,1
26053,1
26055,0
26057,0
26059,1
26061,0
26063,0
26065,0
26067,1
26069,0
26071,0
26073,0
26075,0
26077,0
26079,1
26081,0
26083,0
26085,1
26087,0
26089,1
26091,0
26093,0
26095,0
26097,0
26099,0
26101,1
26103,0
26105,0
26107,1
26109,1
26111,0
26113,1
26115,1
26117,1
26119,0
26121,1
26123,0
26125,0
26127,1
26129,0
26131,0
26133,1
26135,0
26137,0
26139,1
26141,1
26143,1
26145,0
26147,0
26149,1
26151,1
26153,0
26155,0
26157,1
26159,1
26161,0
26163,0
26165,0
27001,0
27003,0
27005,0
27007,0
27009,1
27011,0
27013,0
27015,0
27017,1
27019,0
27021,1
27023,1
27025,0
27027,1
27029,1
27031,0
27033,0
27035,1
27037,1
27039,1
27041,1
27043,0
27045,0
27047,0
27049,1
27051,0
27053,0
27055,1
27057,0
27059,0
27061,0
27063,1
27065,0
27067,0
27069,0
27071,0
27073,0
27075,0
27077,0
27079,1
27081,0
27083,0
27085,0
27087,1
27089,1
27091,0
27093,0
27095,0
27097,0
27099,1
27101,1
27103,1
27105,0
27107,0
27109,0
27111,1
27113,1
27115,1
27117,1
27119,1
27121,0
27123,0
27125,0
27127,1
27129,0
27131,1
27133,1
27135,1
27137,0
27139,1
27141,1
27143,0
27145,0
27147,1
27149,0
27151,0
27153,1
27155,0
27157,1
27159,0
27161,0
27163,1
27165,0
27167,0
27169,0
27171,1
27173,0
28001,0
28003,0
28005,0
28007,1
28009,0
28011,0
28013,0
28015,1
28017,0
28019,0
28021,0
28023,1
28025,0
28027,0
28029,1
28031,1
28033,0
28035,0
28037,0
28039,0
28041,0
28043,0
28045,0
28047,0
28049,0
28051,0
28053,1
28055,0
28057,1
28059,0
28061,0
28063,0
28065,0
28067,0
28069,0
28071,0
28073,0
28075,0
28077,0
28079,1
28081,0
28083,0
28085,0
28087,0
28089,0
28091,0
28093,1
28095,0
28097,0
28099,1
28101,0
28103,0
28105,0
28107,0
28109,0
28111,0
28113,0
28115,1
28117,0
28119,0
28121,0
28123,1
28125,0
28127,1
28129,0
28131,0
28133,0
28135,0
28137,1
28139,1
28141,0
28143,0
28145,0
28147,0
28149,0
28151,1
28153,0
28155,0
28157,0
28159,0
28161,1
28163,1
29001,0
29003,1
29005,0
29007,0
29009,1
29011,0
29013,0
29015,0
29017,1
29019,0
29021,0
29023,0
29025,1
29027,1
29029,0
29031,0
29033,0
29035,0
29037,1
29039,1
29041,0
29043,1
29045,0
29047,0
29049,0
29051,0
29053,1
29055,1
29057,0
29059,1
29061,0
29063,1
29065,1
29067,0
29069,0
29071,0
29073,1
29075,0
29077,0
29079,0
29081,0
29083,0
29085,1
29087,0
29089,0
29091,0
29093,0
29095,0
29097,0
29099,1
29101,1
29103,0
29105,0
29107,0
29109,1
29111,1
29113,1
29115,0
29117,0
29119,1
29121,0
29123,0
29125,1
29127,0
29129,0
29131,1
29133,1
29135,1
29137,1
29139,1
29141,1
29143,1
29145,1
29147,0
29149,1
29151,1
29153,0
29155,0
29157,0
29159,1
29161,0
29163,1
29165,0
29167,1
29169,1
29171,0
29173,0
29175,0
29177,1
29179,0
29181,1
29183,0
29185,0
29186,1
29187,1
29189,0
29195,0
29197,0
29199,0
29201,0
29203,1
29205,0
29207,0
29209,1
29211,0
29213,0
29215,0
29217,0
29219,1
29221,1
29223,0
29225,1
29227,0
29229,1
29510,0
30001,0
30003,1
30005,1
30007,0
30009,0
30011,0
30013,0
30015,0
30017,0
30019,0
30021,0
30023,0
30025,0
30027,0
30029,0
30031,1
30033,0
30035,1
30037,0
30039,0
30041,1
30043,0
30045,0
30047,1
30049,1
30051,0
30053,0
30055,0
30057,0
30059,0
30061,0
30063,0
30065,0
30067,0
30069,0
30071,0
30073,0
30075,0
30077,1
30079,0
30081,0
30083,0
30085,1
30087,0
30089,0
30091,0
30093,0
30095,0
30097,0
30099,0
30101,0
30103,0
30105,1
30107,0
30109,0
30111,0
31001,0
31003,0
31005,0
31007,0
31009,0
31011,0
31013,1
31015,0
31017,0
31019,0
31021,0
31023,1
31025,1
31027,0
31029,0
31031,0
31033,0
31035,1
31037,0
31039,0
31041,0
31043,1
31045,0
31047,1
31049,0
31051,0
31053,0
31055,0
31057,0
31059,0
31061,0
31063,0
31065,0
31067,0
31069,0
31071,0
31073,0
31075,0
31077,0
31079,0
31081,0
31083,0
31085,0
31087,0
31089,1
31091,0
31093,0
31095,0
31097,0
31099,0
31101,0
31103,0
31105,0
31107,0
31109,0
31111,0
31113,0
31115,0
31117,0
31119,0
31121,0
31123,0
31125,0
31127,0
31129,0
31131,1
31133,0
31135,0
31137,1
31139,0
31141,0
31143,0
31145,1
31147,0
31149,0
31151,1
31153,1
31155,1
31157,0
31159,1
31161,0
31163,0
31165,0
31167,0
31169,0
31171,0
31173,0
31175,0
31177,1
31179,0
31181,0
31183,0
31185,0
32001,0
32003,0
32005,0
32007,0
32009,0
32011,0
32013,0
32015,0
32017,0
32019,1
32021,0
32023,1
32027,0
32029,0
32031,0
32033,0
32510,0
33001,0
33003,0
33005,0
33007,0
33009,0
33011,0
33013,0
33015,0
33017,0
33019,1
34001,0
34003,0
34005,0
34007,0
34009,0
34011,0
34013,0
34015,0
34017,0
34019,0
34021,0
34023,0
34025,0
34027,0
34029,0
34031,0
34033,0
34035,0
34037,0
34039,0
34041,0
35001,0
35003,0
35005,0
35006,0
35007,0
35009,0
35011,0
35013,1
35015,0
35017,0
35019,0
35021,0
35023,0
35025,1
35027,0
35028,0
35029,1
35031,0
35033,0
35035,1
35037,0
35039,0
35041,1
35043,0
35045,0
35047,0
35049,0
35051,0
35053,1
35055,0
35057,0
35059,0
35061,1
36001,0
36003,1
36005,0
36007,0
36009,0
36011,0
36013,0
36015,0
36017,0
36019,0
36021,0
36023,0
36025,1
36027,0
36029,0
36031,0
36033,0
36035,0
36037,0
36039,1
36041,0
36043,1
36045,0
36047,0
36049,0
36051,1
36053,0
36055,0
36057,0
36059,0
36061,0
36063,0
36065,0
36067,0
36069,0
36071,0
36073,1
36075,0
36077,0
36079,0
36081,0
36083,0
36085,0
36087,0
36089,0
36091,0
36093,0
36095,0
36097,0
36099,1
36101,0
36103,0
36105,0
36107,1
36109,0
36111,0
36113,0
36115,0
36117,1
36119,0
36121,1
36123,1
37001,0
37003,1
37005,1
37007,0
37009,1
37011,0
37013,0
37015,1
37017,0
37019,0
37021,0
37023,0
37025,0
37027,0
37029,0
37031,0
37033,0
37035,0
37037,0
37039,0
37041,0
37043,1
37045,0
37047,0
37049,0
37051,0
37053,0
37055,1
37057,0
37059,1
37061,0
37063,0
37065,0
37067,0
37069,1
37071,0
37073,0
37075,0
37077,1
37079,1
37081,0
37083,0
37085,0
37087,0
37089,0
37091,0
37093,1
37095,0
37097,0
37099,1
37101,1
37103,0
37105,0
37107,0
37109,0
37111,0
37113,0
37115,1
37117,0
37119,0
37121,0
37123,1
37125,0
37127,0
37129,0
37131,1
37133,0
37135,0
37137,0
37139,0
37141,1
37143,0
37145,0
37147,0
37149,0
37151,0
37153,0
37155,0
37157,1
37159,0
37161,0
37163,1
37165,0
37167,0
37169,1
37171,0
37173,1
37175,0
37177,0
37179,0
37181,0
37183,0
37185,1
37187,0
37189,0
37191,0
37193,0
37195,0
37197,1
37199,1
38001,0
38003,1
38005,1
38007,0
38009,1
38011,0
38013,0
38015,0
38017,0
38019,0
38021,1
38023,0
38025,0
38027,0
38029,0
38031,0
38033,0
38035,1
38037,0
38039,0
38041,0
38043,0
38045,0
38047,0
38049,0
38051,0
38053,1
38055,1
38057,1
38059,1
38061,1
38063,0
38065,0
38067,0
38069,1
38071,0
38073,0
38075,0
38077,1
38079,1
38081,0
38083,0
38085,0
38087,0
38089,0
38091,0
38093,0
38095,0
38097,1
38099,1
38101,0
38103,0
38105,1
39001,1
39003,0
39005,1
39007,1
39009,1
39011,1
39013,0
39015,1
39017,0
39019,1
39021,1
39023,0
39025,0
39027,0
39029,0
39031,0
39033,0
39035,0
39037,0
39039,1
39041,1
39043,0
39045,1
39047,0
39049,0
39051,0
39053,0
39055,1
39057,1
39059,0
39061,0
39063,0
39065,1
39067,0
39069,0
39071,1
39073,0
39075,1
39077,0
39079,0
39081,0
39083,1
39085,0
39087,1
39089,0
39091,1
39093,0
39095,0
39097,0
39099,0
39101,0
39103,0
39105,0
39107,1
39109,1
39111,1
39113,0
39115,1
39117,1
39119,0
39121,1
39123,1
39125,1
39127,1
39129,0
39131,1
39133,0
39135,1
39137,1
39139,0
39141,0
39143,0
39145,0
39147,0
39149,0
39151,0
39153,0
39155,0
39157,0
39159,0
39161,0
39163,1
39165,0
39167,0
39169,1
39171,0
39173,1
39175,0
40001,1
40003,0
40005,1
40007,0
40009,0
40011,1
40013,1
40015,1
40017,1
40019,0
40021,0
40023,1
40025,0
40027,0
40029,0
40031,0
40033,0
40035,0
40037,1
40039,0
40041,0
40043,0
40045,0
40047,0
40049,1
40051,0
40053,0
40055,0
40057,0
40059,0
40061,1
40063,1
40065,0
40067,0
40069,1
40071,0
40073,1
40075,1
40077,1
40079,0
40081,1
40083,0
40085,0
40087,1
40089,0
40091,1
40093,1
40095,1
40097,1
40099,1
40101,0
40103,0
40105,1
40107,1
40109,0
40111,1
40113,1
40115,0
40117,0
40119,0
40121,0
40123,0
40125,0
40127,0
40129,0
40131,1
40133,1
40135,1
40137,1
40139,1
40141,0
40143,0
40145,0
40147,0
40149,1
40151,1
40153,0
41001,0
41003,0
41005,0
41007,0
41009,0
41011,0
41013,0
41015,0
41017,0
41019,0
41021,0
41023,0
41025,0
41027,0
41029,0
41031,0
41033,0
41035,0
41037,0
41039,0
41041,0
41043,0
41045,0
41047,0
41049,0
41051,0
41053,1
41055,0
41057,0
41059,0
41061,0
41063,0
41065,0
41067,0
41069,0
41071,0
42001,0
42003,0
42005,0
42007,0
42009,1
42011,0
42013,0
42015,0
42017,0
42019,0
42021,0
42023,0
42025,0
42027,0
42029,0
42031,0
42033,0
42035,0
42037,0
42039,1
42041,0
42043,0
42045,0
42047,1
42049,0
42051,0
42053,0
42055,0
42057,0
42059,1
42061,0
42063,0
42065,1
42067,1
42069,0
42071,0
42073,0
42075,0
42077,0
42079,0
42081,0
42083,0
42085,0
42087,0
42089,0
42091,0
42093,0
42095,0
42097,0
42099,1
42101,0
42103,1
42105,0
42107,0
42109,1
42111,0
42113,0
42115,0
42117,0
42119,0
42121,1
42123,0
42125,0
42127,0
42129,0
42131,0
42133,0
44001,1
44003,1
44005,0
44007,0
44009,0
45001,0
45003,0
45005,0
45007,0
45009,0
45011,1
45013,0
45015,1
45017,0
45019,0
45021,0
45023,0
45025,0
45027,0
45029,0
45031,0
45033,0
45035,1
45037,1
45039,0
45041,0
45043,1
45045,0
45047,0
45049,0
45051,0
45053,0
45055,0
45057,0
45059,0
45061,0
45063,0
45065,0
45067,0
45069,1
45071,0
45073,0
45075,0
45077,1
45079,0
45081,0
45083,0
45085,1
45087,0
45089,0
45091,0
46003,0
46005,0
46007,1
46009,1
46011,1
46013,0
46015,0
46017,1
46019,1
46021,0
46023,0
46025,0
46027,1
46029,0
46031,0
46033,1
46035,0
46037,0
46039,0
46041,1
46043,0
46045,0
46047,1
46049,0
46051,1
46053,1
46055,0
46057,1
46059,0
46061,0
46063,0
46065,0
46067,0
46069,0
46071,1
46073,0
46075,0
46077,1
46079,0
46081,0
46083,0
46085,0
46087,1
46089,0
46091,0
46093,1
46095,0
46097,1
46099,0
46101,1
46102,1
46103,0
46105,0
46107,0
46109,1
46111,0
46115,1
46117,0
46119,0
46121,1
46123,0
46125,1
46127,1
46129,0
46135,0
46137,0
47001,0
47003,0
47005,0
47007,1
47009,0
47011,0
47013,0
47015,0
47017,0
47019,0
47021,1
47023,0
47025,0
47027,0
47029,0
47031,0
47033,1
47035,0
47037,0
47039,0
47041,0
47043,0
47045,0
47047,1
47049,0
47051,0
47053,1
47055,0
47057,1
47059,0
47061,1
47063,0
47065,0
47067,0
47069,1
47071,1
47073,0
47075,1
47077,0
47079,0
47081,1
47083,0
47085,1
47087,0
47089,0
47091,0
47093,0
47095,0
47097,1
47099,0
47101,1
47103,0
47105,0
47107,0
47109,0
47111,1
47113,0
47115,1
47117,1
47119,0
47121,0
47123,1
47125,0
47127,0
47129,0
47131,0
47133,0
47135,1
47137,0
47139,0
47141,0
47143,0
47145,0
47147,0
47149,0
47151,1
47153,0
47155,0
47157,0
47159,0
47161,0
47163,0
47165,0
47167,0
47169,0
47171,1
47173,0
47175,0
47177,0
47179,0
47181,0
47183,0
47185,0
47187,0
47189,0
48001,0
48003,0
48005,0
48007,0
48009,0
48011,0
48013,0
48015,0
48017,0
48019,0
48021,1
48023,0
48025,0
48027,0
48029,0
48031,0
48033,0
48035,0
48037,0
48039,0
48041,0
48043,0
48045,0
48047,0
48049,0
48051,1
48053,1
48055,0
48057,0
48059,0
48061,0
48063,0
48065,0
48067,0
48069,0
48071,1
48073,0
48075,1
48077,0
48079,0
48081,0
48083,0
48085,0
48087,0
48089,0
48091,0
48093,0
48095,0
48097,0
48099,0
48101,0
48103,0
48105,0
48107,0
48109,0
48111,0
48113,0
48115,1
48117,0
48119,0
48121,0
48123,0
48125,0
48127,0
48129,0
48131,0
48133,0
48135,0
48137,0
48139,1
48141,1
48143,0
48145,0
48147,0
48149,0
48151,0
48153,0
48155,0
48157,0
48159,1
48161,0
48163,0
48165,1
48167,0
48169,0
48171,0
48173,0
48175,0
48177,0
48179,0
48181,0
48183,0
48185,0
48187,0
48189,1
48191,0
48193,0
48195,0
48197,0
48199,1
48201,0
48203,0
48205,0
48207,0
48209,1
48211,0
48213,0
48215,0
48217,1
48219,1
48221,0
48223,0
48225,0
48227,0
48229,0
48231,0
48233,0
48235,0
48237,0
48239,0
48241,0
48243,0
48245,0
48247,0
48249,0
48251,0
48253,0
48255,0
48257,1
48259,0
48261,0
48263,0
48265,0
48267,0
48269,0
48271,0
48273,0
48275,0
48277,0
48279,1
48281,0
48283,0
48285,0
48287,0
48289,1
48291,0
48293,0
48295,0
48297,0
48299,1
48301,0
48303,0
48305,0
48307,0
48309,0
48311,0
48313,0
48315,0
48317,0
48319,0
48321,0
48323,0
48325,0
48327,0
48329,0
48331,0
48333,0
48335,1
48337,1
48339,0
48341,0
48343,0
48345,0
48347,0
48349,0
48351,0
48353,0
48355,0
48357,1
48359,0
48361,1
48363,0
48365,1
48367,1
48369,1
48371,1
48373,0
48375,0
48377,0
48379,0
48381,1
48383,0
48385,0
48387,0
48389,0
48391,0
48393,0
48395,1
48397,1
48399,0
48401,1
48403,0
48405,0
48407,0
48409,0
48411,0
48413,0
48415,1
48417,0
48419,0
48421,0
48423,0
48425,0
48427,0
48429,0
48431,0
48433,0
48435,0
48437,0
48439,0
48441,0
48443,0
48445,1
48447,0
48449,0
48451,0
48453,0
48455,0
48457,0
48459,1
48461,0
48463,0
48465,1
48467,1
48469,0
48471,0
48473,1
48475,0
48477,0
48479,0
48481,0
48483,0
48485,0
48487,1
48489,0
48491,0
48493,0
48495,0
48497,0
48499,0
48501,0
48503,1
48505,0
48507,0
49001,0
49003,0
49005,0
49007,0
49009,0
49011,0
49013,0
49015,0
49017,0
49019,0
49021,0
49023,0
49025,0
